run_number,step 1 HV,step 2 HV,scrapping,note,,,,
925,0,0,-1,,,,,
926,0,0,-1,,,,,
927,0,0,-1,,,,,
928,0,0,-1,,,,,
929,0,0,-1,,,,,
930,0,0,-1,,,,,
931,0,0,-1,,,,,
932,0,0,-1,,,,,
933,0,0,-1,,,,,
934,0,0,-1,,,,,
935,0,0,-1,,,,,
936,0,0,-1,,,,,
937,0,0,-1,,,,,
938,0,0,-1,,,,,
939,0,0,-1,,,,,
940,0,0,-1,,,,,
941,0,0,-1,,,,,
942,0,0,-1,,,,,
943,0,0,-1,,,,,
944,0,0,-1,,,,,
945,0,0,-1,,,,,
946,0,0,-1,,,,,
947,0,0,-1,,,,,
948,0,0,-1,,,,,
949,0,0,-1,,,,,
950,0,0,-1,,,,,
951,0,0,-1,,,,,
952,0,0,-1,,,,,
953,0,0,-1,,,,,
954,0,0,-1,,,,,
955,0,0,-1,,,,,
956,0,0,-1,,,,,
957,0,0,-1,,,,,
958,0,0,-1,,,,,
959,0,0,-1,,,,,
960,0,0,-1,,,,,
961,0,0,-1,,,,,
962,0,0,-1,,,,,
963,0,0,-1,,,,,
964,0,0,-1,,,,,
965,0,0,-1,,,,,
966,0,0,-1,,,,,
967,0,0,-1,,,,,
968,0,0,-1,,,,,
969,0,0,-1,,,,,
970,0,0,-1,,,,,
971,0,0,-1,,,,,
972,0,0,-1,,,,,
973,0,0,-1,,,,,
974,0,0,-1,,,,,
975,0,0,-1,,,,,
976,0,0,-1,,,,,
977,0,0,-1,,,,,
978,0,0,-1,,,,,
979,0,0,-1,,,,,
980,0,0,-1,,,,,
981,0,0,-1,,,,,
982,0,0,-1,,,,,
983,0,0,-1,,,,,
984,0,0,-1,,,,,
985,0,0,-1,,,,,
986,0,0,-1,,,,,
987,0,0,-1,,,,,
988,0,0,-1,,,,,
989,0,0,-1,,,,,
990,0,0,-1,,,,,
991,0,0,-1,,,,,
992,0,0,-1,,,,,
993,0,0,-1,,,,,
994,0,0,-1,,,,,
995,0,0,-1,,,,,
996,0,0,-1,,,,,
997,0,0,-1,,,,,
998,0,0,-1,,,,,
999,0,0,-1,,,,,
1000,0,0,-1,,,,,
1001,0,0,-1,,,,,
1002,0,0,-1,,,,,
1003,0,0,-1,,,,,
1004,0,0,-1,,,,,
1005,0,0,-1,,,,,
1006,0,0,-1,,,,,
1007,0,0,-1,,,,,
1008,0,0,-1,,,,,
1009,0,0,-1,,,,,
1010,0,0,-1,,,,,
1011,0,0,-1,,,,,
1012,0,0,-1,,,,,
1013,0,0,-1,,,,,
1014,0,0,-1,,,,,
1015,0,0,-1,,,,,
1016,0,0,-1,,,,,
1017,0,0,-1,,,,,
1018,0,0,-1,,,,,
1019,0,0,-1,,,,,
1020,0,0,-1,,,,,
1021,0,0,-1,,,,,
1022,0,0,-1,,,,,
1023,0,0,-1,,,,,
1024,0,0,-1,,,,,
1025,0,0,-1,,,,,
1026,0,0,-1,,,,,
1027,0,0,-1,,,,,
1028,0,0,-1,,,,,
1029,0,0,-1,,,,,
1030,0,0,-1,,,,,
1031,0,0,-1,,,,,
1032,0,0,-1,,,,,
1033,0,0,-1,,,,,
1034,0,0,-1,,,,,
1035,0,0,-1,,,,,
1036,0,0,-1,,,,,
1037,0,0,-1,,,,,
1038,0,0,-1,,,,,
1039,0,0,-1,,,,,
1040,0,0,-1,,,,,
1041,0,0,-1,,,,,
1042,0,0,-1,,,,,
1043,0,0,-1,,,,,
1044,0,0,-1,,,,,
1045,0,0,-1,,,,,
1046,0,0,-1,,,,,
1047,0,0,-1,,,,,
1048,0,0,-1,,,,,
1049,0,0,-1,,,,,
1050,0,0,-1,,,,,
1051,0,0,-1,,,,,
1052,0,0,-1,,,,,
1053,0,0,-1,,,,,
1054,0,0,-1,,,,,
1055,0,0,-1,,,,,
1056,0,0,-1,,,,,
1057,0,0,-1,,,,,
1058,0,0,-1,,,,,
1059,0,0,-1,,,,,
1060,0,0,-1,,,,,
1061,0,0,-1,,,,,
1062,0,0,-1,,,,,
1063,0,0,-1,,,,,
1064,0,0,-1,,,,,
1065,0,0,-1,,,,,
1066,0,0,-1,,,,,
1067,0,0,-1,,,,,
1068,0,0,-1,,,,,
1069,0,0,-1,,,,,
1070,11,14,-1,elog8367,,,,
1071,11,14,-1,,,,,
1072,11,14,-1,,,,,
1073,17,20,-1,elog8375,,,,
1074,17,20,-1,,,,,
1075,17,20,-1,,,,,
1076,17,20,-1,,,,,
1077,17,20,-1,,,,,
1078,12,15,-1,elog8378,,,,
1079,12,15,-1,,,,,
1080,12,15,-1,,,,,
1081,12,15,-1,,,,,
1082,12,15,-1,,,,,
1083,12,15,-1,,,,,
1084,12,15,-1,,,,,
1085,12,15,-1,,,,,
1086,12,15,-1,,,,,
1087,12,15,-1,,,,,
1088,12,15,-1,,,,,
1089,12,15,-1,,,,,
1090,12,15,-1,,,,,
1091,12,15,-1,,,,,
1092,12,15,-1,,,,,
1093,12,15,-1,,,,,
1094,12,15,-1,,,,,
1095,12,15,-1,,,,,
1096,12,15,-1,,,,,
1097,12,15,-1,,,,,
1098,12,15,-1,,,,,
1099,12,15,-1,,,,,
1100,12,15,-1,,,,,
1101,12,15,-1,,,,,
1102,12,15,-1,,,,,
1103,12,15,-1,,,,,
1104,12,15,-1,,,,,
1105,12,15,-1,elog8426,,,,
1106,12,15,-1,,,,,
1107,12,15,-1,,,,,
1108,12,15,-1,,,,,
1109,12,15,-1,,,,,
1110,12,15,-1,,,,,
1111,12,15,-1,,,,,
1112,17,20,-1,elog8479,,,,
1113,17,20,-1,,,,,
1114,17,20,-1,,,,,
1115,17,20,-1,elog8489,,,,
1116,17,20,-1,,,,,
1117,17,20,-1,,,,,
1118,17,20,-1,,,,,
1119,17,20,-1,,,,,
1120,17,20,-1,,,,,
1121,17,20,-1,,,,,
1122,17,20,-1,,,,,
1123,15,18,-1,elog8502,,,,
1124,15,18,-1,,,,,
1125,15,18,-1,,,,,
1126,15,18,-1,,,,,
1127,15,18,-1,,,,,
1128,15,18,-1,,,,,
1129,15,18,-1,,,,,
1130,12,15,-1,elog8523,,,,
1131,13,16,-1,elog8525,,,,
1132,13,16,-1,,,,,
1133,13,16,-1,,,,,
1134,13,16,-1,,,,,
1135,13,16,-1,,,,,
1136,13,16,-1,,,,,
1137,13,16,-1,,,,,
1138,13,16,-1,,,,,
1139,13,16,-1,,,,,
1140,13,16,-1,,,,,
1141,13,16,-1,,,,,
1142,13,16,-1,,,,,
1143,5,8,-1,elog8546,,,,
1144,5,8,-1,,,,,
1145,5,8,-1,,,,,
1146,5,8,-1,,,,,
1147,5,8,-1,,,,,
1148,17,20,-1,elog8561,,,,
1149,17,20,-1,,,,,
1150,17,20,-1,,,,,
1151,17,20,-1,,,,,
1152,14,17,-1,elog8568,,,,
1153,14,17,-1,,,,,
1154,17,20,-1,elog8580,,,,
1155,17,20,-1,,,,,
1156,12,15,-1,elog8584,,,,
1157,12,15,-1,,,,,
1158,12,15,-1,,,,,
1159,12,15,-1,,,,,
1160,14,17,-1,elog8646,,,,
1161,14,17,-1,,,,,
1162,14,17,-1,,,,,
1163,14,17,-1,,,,,
1164,5,8,-1,elog8663,,,,
1165,5,8,-1,,,,,
1166,12,15,-1,elog8668,,,,
1167,16,19,-1,elog8677,,,,
1168,16,19,-1,,,,,
1169,16,19,-1,,,,,
1170,16,19,-1,,,,,
1171,16,19,-1,,,,,
1172,16,19,-1,,,,,
1173,16,19,-1,,,,,
1174,16,19,-1,,,,,
1175,16,19,-1,,,,,
1176,12,15,-1,elog8722,,,,
1177,12,15,-1,,,,,
1178,12,15,-1,,,,,
1179,12,15,-1,,,,,
1180,12,15,-1,,,,,
1181,12,15,-1,,,,,
1182,12,15,-1,,,,,
1183,12,15,-1,,,,,
1184,12,15,-1,,,,,
1185,12,15,-1,,,,,
1186,12,15,-1,,,,,
1187,10,13,-1,elog8763,,,,
1188,10,13,-1,,,,,
1189,10,13,-1,,,,,
1190,10,13,-1,,,,,
1191,10,13,-1,,,,,
1192,10,13,-1,,,,,
1193,10,13,-1,,,,,
1194,12,15,-1,,,,,
1195,12,15,-1,,,,,
1196,12,15,-1,,,,,
1197,20,23,-1,elog8826,,,,
1198,17,20,-1,,,,,
1199,17,20,-1,,,,,
1200,17,20,-1,,,,,
1201,17,20,-1,,,,,
1202,17,20,-1,,,,,
1203,17,20,-1,,,,,
1204,17,20,-1,,,,,
1205,17,20,-1,,,,,
1206,17,20,-1,,,,,
1207,17,20,-1,,,,,
1208,17,20,-1,,,,,
1209,17,20,-1,,,,,
1210,17,20,-1,,,,,
1211,17,20,-1,,,,,
1212,17,20,-1,,,,,
1213,17,20,-1,,,,,
1214,17,20,-1,,,,,
1215,17,20,-1,,,,,
1216,17,20,-1,,,,,
1217,17,20,-1,,,,,
1218,17,20,-1,,,,,
1219,17,20,-1,,,,,
1220,17,20,-1,,,,,
1221,17,20,-1,,,,,
1222,17,20,-1,,,,,
1223,17,20,-1,,,,,
1224,17,20,-1,,,,,
1225,17,20,-1,,,,,
1226,17,20,-1,,,,,
1227,17,20,-1,,,,,
1228,17,20,-1,,,,,
1229,17,20,-1,,,,,
1230,17,20,-1,,,,,
1231,17,20,-1,,,,,
1232,17,20,-1,,,,,
1233,17,20,-1,,,,,
1234,17,20,-1,,,,,
1235,17,20,-1,,,,,
1236,17,20,-1,,,,,
1237,17,20,-1,elog8850,,,,
1238,17,20,-1,,,,,
1239,17,20,-1,,,,,
1240,17,20,-1,,,,,
1241,0,0,-1,elog8855,,,,
1242,0,0,-1,,,,,
1243,0,0,-1,,,,,
1244,12,15,-1,elog8864,,,,
1245,14,17,-1,elog8866,,,,
1246,0,0,-1,elog8903,,,,
1247,0,0,-1,,,,,
1248,0,0,-1,,,,,
1249,0,0,-1,,,,,
1250,0,0,-1,,,,,
1251,0,0,-1,,,,,
1252,0,0,-1,,,,,
1253,0,0,-1,,,,,
1254,0,0,-1,,,,,
1255,0,0,-1,,,,,
1256,0,0,-1,,,,,
1257,0,0,-1,,,,,
1258,0,0,-1,,,,,
1259,0,0,-1,,,,,
1260,0,0,-1,,,,,
1261,0,0,-1,,,,,
1262,0,0,-1,,,,,
1263,0,0,-1,,,,,
1264,0,0,-1,,,,,
1265,0,0,-1,,,,,
1266,0,0,-1,,,,,
1267,13,16,-1,,,,,
1268,13,16,-1,elog8926,,,,
1269,14,17,-1,elog8938,,,,
1270,14,17,-1,,,,,
1271,14,17,-1,,,,,
1272,15,18,-1,elog8955,,,,
1273,15,18,-1,,,,,
1274,15,18,-1,,,,,
1275,15,18,-1,,,,,
1276,15,18,-1,,,,,
1277,15,18,-1,,,,,
1278,15,18,-1,,,,,
1279,15,18,-1,runLog 1279,,,,
1280,15,18,-1,runLog 1280,,,,
1281,15,18,-1,runLog 1281,,,,
1282,15,18,-1,runLog 1282,,,,
1283,15,18,-1,runLog 1283,,,,
1284,15,18,-1,runLog 1284,,,,
1285,15,18,-1,runLog 1285,,,,
1286,15,18,-1,runLog 1286,,,,
1287,13,16,-1,runLog 1287,,,,
1288,11,14,-1,runLog 1288,,,,
1289,9,12,-1,runLog 1289,,,,
1290,7,10,-1,runLog 1290,,,,
1291,5,8,-1,runLog 1291,,,,
1292,3,6,-1,runLog 1292,,,,
1293,4,7,-1,runLog 1293,,,,
1294,6,9,-1,runLog 1294,,,,
1295,7,10,-1,runLog 1295,,,,
1296,8,11,-1,runLog 1296,,,,
1297,10,13,-1,runLog 1297,,,,
1298,12,15,-1,runLog 1298,,,,
1299,14,17,-1,runLog 1299,,,,
1300,15,18,-1,runLog 1300,,,,
1301,15,18,-1,runLog 1301,,,,
1302,13,16,-1,runLog 1302,,,,
1303,11,14,-1,runLog 1303,,,,
1304,9,12,-1,runLog 1304,,,,
1305,7,10,-1,runLog 1305,,,,
1306,5,8,-1,runLog 1306,,,,
1307,5,8,-1,runLog 1307,,,,
1308,3,6,-1,runLog 1308,,,,
1309,15,18,-1,runLog 1309,,,,
1310,13,16,-1,runLog 1310,,,,
1311,13,16,-1,runLog 1311,,,,
1312,13,16,-1,runLog 1312,,,,
1313,13,16,-1,runLog 1313,,,,
1314,13,16,-1,runLog 1314,,,,
1315,13,16,-1,runLog 1315,,,,
1316,13,16,-1,runLog 1316,,,,
1317,13,16,-1,runLog 1317,,,,
1318,13,16,-1,runLog 1318,,,,
1319,13,16,-1,runLog 1319,,,,
1320,13,16,-1,runLog 1320,,,,
1321,13,16,-1,runLog 1321,,,,
1322,13,16,-1,runLog 1322,,,,
1323,5,8,-1,runLog 1323,,,,
1324,5,8,-1,runLog 1324,,,,
1325,12,15,-1,elog9007,,,,
1326,13,16,-1,,,,,
1327,13,16,-1,,,,,
1328,19,22,-1,elog9034,,,,
1329,11,14,-1,elog9039,,,,
1330,11,14,-1,,,,,
1331,15,18,-1,elog9041,,,,
1332,12,15,-1,elog9043,,,,
1333,20,23,-1,,,,,
1334,0,0,-1,elog9051,,,,
1335,0,0,-1,,,,,
1336,0,0,-1,,,,,
1337,0,0,-1,,,,,
1338,0,0,-1,,,,,
1339,0,0,-1,,,,,
1340,0,0,-1,,,,,
1341,0,0,-1,,,,,
1342,0,0,-1,,,,,
1343,0,0,-1,,,,,
1344,0,0,-1,,,,,
1345,15,18,-1,elog9080,,,,
1346,15,18,-1,,,,,
1347,15,18,-1,,,,,
1348,15,18,-1,,,,,
1349,15,18,-1,,,,,
1350,15,18,-1,,,,,
1351,15,18,-1,,,,,
1352,15,18,-1,,,,,
1353,15,18,-1,elog9080,,,,
1354,15,18,-1,,,,,
1355,15,18,-1,,,,,
1356,15,18,-1,,,,,
1357,15,18,-1,,,,,
1358,15,18,-1,,,,,
1359,13,18,-1,elog9097,,,,
1360,13,18,-1,,,,,
1361,13,18,-1,,,,,
1362,13,18,-1,,,,,
1363,13,18,-1,,,,,
1364,13,18,-1,,,,,
1365,13,18,-1,,,,,
1366,13,18,-1,,,,,
1367,13,18,-1,,,,,
1368,13,18,-1,,,,,
1369,13,18,-1,,,,,
1370,13,18,-1,,,,,
1371,13,18,-1,,,,,
1372,13,18,-1,,,,,
1373,13,18,-1,,,,,
1374,13,18,-1,,,,,
1375,13,18,-1,,,,,
1376,13,18,-1,,,,,
1377,13,18,-1,,,,,
1378,13,18,-1,,,,,
1379,13,18,-1,,,,,
1380,15,18,-1,elog9136,,,,
1381,15,18,-1,,,,,
1382,15,18,-1,,,,,
1383,15,18,-1,,,,,
1384,15,18,-1,,,,,
1385,15,18,-1,,,,,
1386,15,18,-1,,,,,
1387,16,23,-1,elog9148,,,,
1388,16,23,-1,,,,,
1389,16,23,-1,,,,,
1390,16,23,-1,,,,,
1391,17,24,-1,elog9157,,,,
1392,15,21,-1,elog9163,,,,
1393,16,22,-1,elog9167,,,,
1394,16,22,-1,,,,,
1395,16,22,-1,,,,,
1396,11,18,-1,elog9190,,,,
1397,11,18,-1,,,,,
1398,11,18,-1,,,,,
1399,11,18,-1,,,,,
1400,11,18,-1,,,,,
1401,11,18,-1,,,,,
1402,11,18,-1,,,,,
1403,11,18,-1,,,,,
1404,11,18,-1,,,,,
1405,11,18,-1,,,,,
1406,11,18,-1,,,,,
1407,11,18,-1,,,,,
1408,11,18,-1,,,,,
1409,11,18,-1,,,,,
1410,11,18,-1,,,,,
1411,11,18,-1,,,,,
1412,11,18,-1,,,,,
1413,11,18,-1,,,,,
1414,11,18,-1,,,,,
1415,11,18,-1,,,,,
1416,11,18,-1,,,,,
1417,11,18,-1,,,,,
1418,11,18,-1,,,,,
1419,11,18,-1,,,,,
1420,11,18,-1,,,,,
1421,11,18,-1,,,,,
1422,11,18,n,,,,,
1423,11,18,-1,,,,,
1424,11,18,-1,,,,,
1425,11,18,-1,,,,,
1426,11,18,-1,,,,,
1427,11,18,-1,,,,,
1428,11,18,-1,,,,,
1429,11,18,-1,,,,,
1430,11,18,-1,,,,,
1431,11,18,-1,,,,,
1432,11,18,-1,,,,,
1433,11,18,-1,,,,,
1434,11,18,-1,,,,,
1435,11,18,-1,,,,,
1436,11,18,-1,,,,,
1437,14,21,-1,elog9262,,,,
1438,14,21,-1,,,,,
1439,14,21,-1,runLog 1439,,,,
1440,14,21,-1,runLog 1440,,,,
1441,14,21,-1,runLog 1441,,,,
1442,14,21,-1,runLog 1442,,,,
1443,14,21,-1,runLog 1443,,,,
1444,14,21,-1,runLog 1444,,,,
1445,11,18,-1,runLog 1445,,,,
1446,11,18,-1,runLog 1446,,,,
1447,11,18,-1,runLog 1447,,,,
1448,11,18,-1,runLog 1448,,,,
1449,0,0,-1,runLog 1449,,,,
1450,0,0,-1,runLog 1450,,,,
1451,0,0,-1,runLog 1451,,,,
1452,0,0,-1,runLog 1452,,,,
1453,11,8,n,runLog 1453,,,,
1454,5,12,y,runLog 1454,,,,
1455,8,15,y,runLog 1455,,,,
1456,11,18,y,,,,,
1457,11,18,y,,,,,
1458,11,18,-1,elog9311,,,,
1459,11,18,-1,,,,,
1460,11,18,-1,,,,,
1461,11,18,-1,,,,,
1462,11,18,y,,,,,
1463,11,18,-1,,,,,
1464,11,18,-1,,,,,
1465,11,18,-1,,,,,
1466,11,18,-1,,,,,
1467,11,18,-1,,,,,
1468,0,0,-1,elog9373,,,,
1469,0,0,-1,,,,,
1470,0,0,-1,,,,,
1471,0,0,-1,,,,,
1472,0,0,-1,,,,,
1473,0,0,-1,,,,,
1474,0,0,-1,,,,,
1475,0,0,-1,,,,,
1476,0,0,-1,,,,,
1477,0,0,-1,,,,,
1478,0,0,-1,,,,,
1479,0,0,-1,,,,,
1480,0,0,-1,,,,,
1481,0,0,-1,,,,,
1482,0,0,-1,,,,,
1483,0,0,-1,,,,,
1484,0,0,-1,,,,,
1485,0,0,-1,,,,,
1486,0,0,-1,,,,,
1487,0,0,-1,,,,,
1488,15,22,-1,elog9422,,,,
1489,15,22,-1,,,,,
1490,15,22,-1,,,,,
1491,15,22,-1,,,,,
1492,15,22,-1,,,,,
1493,15,22,-1,,,,,
1494,15,22,-1,,,,,
1495,11,18,-1,elog9440,,,,
1496,11,18,-1,,,,,
1497,11,18,-1,,,,,
1498,11,18,-1,,,,,
1499,11,18,-1,,,,,
1500,11,18,-1,,,,,
1501,11,18,-1,,,,,
1502,11,18,-1,,,,,
1503,11,18,-1,,,,,
1504,11,18,-1,,,,,
1505,11,18,-1,,,,,
1506,11,18,-1,,,,,
1507,11,18,-1,,,,,
1508,11,18,-1,,,,,
1509,11,18,-1,,,,,
1510,11,18,-1,,,,,
1511,11,18,-1,,,,,
1512,11,18,-1,,,,,
1513,18,24,-1,elog9469,,,,
1514,17,23,-1,elog9470,,,,
1515,17,24,-1,elog9474,,,,
1516,17,24,-1,,,,,
1517,17,24,-1,,,,,
1518,17,24,-1,,,,,
1519,17,24,-1,,,,,
1520,17,24,-1,,,,,
1521,17,24,-1,,,,,
1522,0,0,-1,,,,,
1523,0,0,-1,,,,,
1524,0,0,-1,,,,,
1525,0,0,-1,,,,,
1526,0,0,-1,,,,,
1527,0,0,-1,,,,,
1528,0,0,-1,,,,,
1529,0,0,-1,,,,,
1530,0,0,-1,,,,,
1531,0,0,-1,,,,,
1532,0,0,-1,,,,,
1533,0,0,-1,,,,,
1534,0,0,-1,,,,,
1535,0,0,-1,,,,,
1536,0,0,-1,,,,,
1537,0,0,-1,,,,,
1538,0,0,-1,,,,,
1539,0,0,-1,,,,,
1540,0,0,-1,,,,,
1541,0,0,-1,,,,,
1542,0,0,-1,,,,,
1543,0,0,-1,,,,,
1544,0,0,-1,,,,,
1545,0,0,-1,,,,,
1546,0,0,-1,,,,,
1547,0,0,-1,,,,,
1548,0,0,-1,,,,,
1549,0,0,-1,,,,,
1550,0,0,-1,,,,,
1551,0,0,-1,,,,,
1552,0,0,-1,,,,,
1553,0,0,-1,,,,,
1554,0,0,-1,,,,,
1555,0,0,-1,,,,,
1556,0,0,-1,,,,,
1557,0,0,-1,,,,,
1558,0,0,-1,,,,,
1559,0,0,-1,,,,,
1560,0,0,-1,,,,,
1561,0,0,-1,,,,,
1562,0,0,-1,,,,,
1563,0,0,-1,,,,,
1564,0,0,-1,,,,,
1565,0,0,-1,,,,,
1566,0,0,-1,,,,,
1567,0,0,-1,,,,,
1568,0,0,-1,,,,,
1569,0,0,-1,,,,,
1570,0,0,-1,,,,,
1571,0,0,-1,,,,,
1572,0,0,-1,,,,,
1573,0,0,-1,,,,,
1574,0,0,-1,,,,,
1575,0,0,-1,,,,,
1576,0,0,-1,,,,,
1577,0,0,-1,,,,,
1578,0,0,-1,,,,,
1579,0,0,-1,,,,,
1580,0,0,-1,,,,,
1581,0,0,-1,,,,,
1582,0,0,-1,,,,,
1583,0,0,-1,,,,,
1584,0,0,-1,,,,,
1585,0,0,-1,,,,,
1586,0,0,-1,,,,,
1587,0,0,-1,,,,,
1588,0,0,-1,,,,,
1589,0,0,-1,,,,,
1590,0,0,-1,,,,,
1591,0,0,-1,,,,,
1592,0,0,-1,,,,,
1593,18,25,-1,elog9537,,,,
1594,18,25,-1,,,,,
1595,16,23,-1,elog9543,,,,
1596,6,13,-1,elog9549,,,,
1597,6,13,-1,,,,,
1598,6,13,-1,,,,,
1599,6,13,-1,,,,,
1600,6,13,-1,,,,,
1601,6,13,-1,,,,,
1602,6,13,-1,,,,,
1603,6,13,-1,,,,,
1604,6,13,-1,,,,,
1605,6,13,-1,,,,,
1606,6,13,-1,,,,,
1607,6,13,-1,,,,,
1608,6,13,-1,,,,,
1609,6,13,-1,,,,,
1610,6,13,-1,,,,,
1611,6,13,-1,,,,,
1612,6,13,-1,,,,,
1613,17,23,-1,elog9561,,,,
1614,0,0,-1,elog9565,,,,
1615,0,0,-1,,,,,
1616,0,0,-1,,,,,
1617,0,0,-1,,,,,
1618,0,0,-1,,,,,
1619,0,0,-1,,,,,
1620,0,0,-1,,,,,
1621,0,0,-1,,,,,
1622,0,0,-1,,,,,
1623,0,0,-1,,,,,
1624,0,0,-1,,,,,
1625,0,0,-1,,,,,
1626,0,0,-1,,,,,
1627,0,0,-1,,,,,
1628,0,0,-1,,,,,
1629,0,0,-1,,,,,
1630,0,0,-1,,,,,
1631,0,0,-1,,,,,
1632,0,0,-1,,,,,
1633,0,0,-1,,,,,
1634,0,0,-1,,,,,
1635,0,0,-1,,,,,
1636,0,0,-1,,,,,
1637,0,0,-1,,,,,
1638,0,0,-1,,,,,
1639,0,0,-1,,,,,
1640,0,0,-1,,,,,
1641,0,0,-1,,,,,
1642,0,0,-1,,,,,
1643,0,0,-1,,,,,
1644,0,0,-1,,,,,
1645,0,0,-1,,,,,
1646,0,0,-1,,,,,
1647,0,0,-1,,,,,
1648,0,0,-1,,,,,
1649,0,0,-1,,,,,
1650,0,0,-1,,,,,
1651,0,0,-1,,,,,
1652,0,0,-1,,,,,
1653,0,0,-1,,,,,
1654,0,0,-1,,,,,
1655,0,0,-1,,,,,
1656,0,0,-1,,,,,
1657,0,0,-1,,,,,
1658,0,0,-1,,,,,
1659,0,0,-1,,,,,
1660,0,0,-1,,,,,
1661,0,0,-1,,,,,
1662,0,0,-1,,,,,
1663,0,0,-1,,,,,
1664,0,0,-1,,,,,
1665,0,0,-1,,,,,
1666,0,0,-1,,,,,
1667,0,0,-1,,,,,
1668,0,0,-1,,,,,
1669,0,0,-1,,,,,
1670,0,0,-1,,,,,
1671,0,0,-1,,,,,
1672,0,0,-1,,,,,
1673,0,0,-1,,,,,
1674,0,0,-1,,,,,
1675,0,0,-1,,,,,
1676,0,0,-1,,,,,
1677,0,0,-1,,,,,
1678,0,0,-1,,,,,
1679,0,0,-1,,,,,
1680,0,0,-1,,,,,
1681,0,0,-1,,,,,
1682,0,0,-1,,,,,
1683,0,0,-1,,,,,
1684,0,0,-1,,,,,
1685,0,0,-1,,,,,
1686,0,0,-1,,,,,
1687,0,0,-1,,,,,
1688,11,18,-1,elog9667,,,,
1689,11,18,-1,,,,,
1690,11,18,-1,,,,,
1691,11,18,-1,,,,,
1692,11,18,-1,,,,,
1693,11,18,-1,,,,,
1694,11,18,-1,,,,,
1695,11,18,-1,,,,,
1696,11,18,-1,,,,,
1697,11,18,-1,,,,,
1698,11,18,-1,,,,,
1699,11,18,-1,,,,,
1700,11,18,-1,,,,,
1701,11,18,-1,,,,,
1702,11,18,-1,,,,,
1703,0,0,-1,elog9719,,,,
1704,0,0,-1,,,,,
1705,0,0,-1,,,,,
1706,0,0,-1,,,,,
1707,0,0,-1,,,,,
1708,0,0,-1,,,,,
1709,0,0,-1,,,,,
1710,0,0,-1,,,,,
1711,0,0,-1,,,,,
1712,0,0,-1,,,,,
1713,0,0,-1,,,,,
1714,0,0,-1,,,,,
1715,0,0,-1,,,,,
1716,0,0,-1,,,,,
1717,0,0,-1,,,,,
1718,0,0,-1,,,,,
1719,0,0,-1,,,,,
1720,0,0,-1,,,,,
1721,0,0,-1,,,,,
1722,0,0,-1,,,,,
1723,0,0,-1,,,,,
1724,0,0,-1,,,,,
1725,0,0,-1,,,,,
1726,0,0,-1,,,,,
1727,0,0,-1,,,,,
1728,0,0,-1,,,,,
1729,0,0,-1,,,,,
1730,0,0,-1,,,,,
1731,0,0,-1,,,,,
1732,0,0,-1,,,,,
1733,0,0,-1,,,,,
1734,0,0,-1,,,,,
1735,0,0,-1,,,,,
1736,0,0,-1,,,,,
1737,0,0,-1,,,,,
1738,0,0,-1,,,,,
1739,0,0,-1,,,,,
1740,0,0,-1,,,,,
1741,0,0,-1,,,,,
1742,0,0,-1,,,,,
1743,0,0,-1,,,,,
1744,0,0,-1,,,,,
1745,0,0,-1,,,,,
1746,0,0,-1,,,,,
1747,11,18,-1,,,,,
1748,11,18,-1,,,,,
1749,11,18,-1,,,,,
1750,11,18,-1,,,,,
1751,11,18,-1,,,,,
1752,11,18,-1,,,,,
1753,11,18,-1,,,,,
1754,11,18,-1,,,,,
1755,11,18,-1,,,,,
1756,11,18,-1,,,,,
1757,11,18,-1,,,,,
1758,11,18,-1,,,,,
1759,11,18,-1,,,,,
1760,11,18,-1,,,,,
1761,11,18,-1,,,,,
1762,11,18,-1,,,,,
1763,11,18,-1,,,,,
1764,11,18,-1,,,,,
1765,11,18,-1,,,,,
1766,11,18,-1,,,,,
1767,11,18,-1,,,,,
1768,11,18,-1,,,,,
1769,11,18,-1,,,,,
1770,11,18,-1,,,,,
1771,13,20,-1,elog9820,,,,
1772,13,20,-1,,,,,
1773,13,20,-1,,,,,
1774,10,17,-1,elog9830,,,,
1775,10,17,-1,,,,,
1776,10,17,-1,,,,,
1777,10,17,-1,,,,,
1778,10,17,-1,,,,,
1779,10,17,-1,,,,,
1780,10,17,-1,,,,,
1781,13,20,-1,elog9837,,,,
1782,11,18,-1,elog9839,,,,
1783,17,24,-1,elog9849,,,,
1784,15,22,-1,elog9850,,,,
1785,15,22,-1,,,,,
1786,15,22,-1,,,,,
1787,15,22,-1,,,,,
1788,15,22,-1,,,,,
1789,15,22,-1,,,,,
1790,15,22,-1,,,,,
1791,0,0,-1,elog9890,,,,
1792,11,18,-1,elog9896,,,,
1793,11,18,-1,,,,,
1794,11,18,-1,,,,,
1795,6,13,-1,elog9910,,,,
1796,6,13,-1,,,,,
1797,8,15,-1,,,,,
1798,10,17,-1,,,,,
1799,12,19,-1,,,,,
1800,14,21,-1,,,,,
1801,16,23,-1,,,,,
1802,11,18,-1,elog9915,,,,
1803,11,18,-1,,,,,
1804,11,18,-1,,,,,
1805,11,18,-1,,,,,
1806,11,18,-1,,,,,
1807,11,18,-1,,,,,
1808,11,18,-1,,,,,
1809,11,18,-1,,,,,
1810,11,18,-1,,,,,
1811,11,18,-1,,,,,
1812,11,18,-1,,,,,
1813,11,18,-1,,,,,
1814,11,18,-1,,,,,
1815,11,18,-1,,,,,
1816,11,18,-1,,,,,
1817,11,18,-1,,,,,
