run,t0,t1,vSet1,vSet2,vSet3,vSetMin1,vSetMin2,vSetMin3,vSetMax1,vSetMax2,vSetMax3,td1,td2,td3,td,tdCalc1,tdCalc2,tdCalc3,tdCalc,vCalib1,vCalib2,vCalib3,vCalib
426,6/7/17 20:00,6/7/17 20:32,5.28,3.935034166,5.51,5.28,3.8,5.51,5.28,4.3,5.51,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,33.38003862,45.362691,45.19953424,123.9422639
427,6/7/17 20:33,6/7/17 21:09,5.711307628,4.527883636,5.715719385,5.5,4,5.51,5.9,4.7,5.9,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,31.73801198,50.47333647,45.86483542,128.0761839
428,6/7/17 21:09,6/7/17 21:45,2.108776159,4.353266749,5.948899832,1.5,4,5.9,2.5,4.8,6,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,23.18298064,48.99314854,46.55563663,118.7317658
429,6/7/17 21:45,6/7/17 22:21,3.322746523,4.435890918,6.261373261,3,4.2,6.1,3.6,4.6,6.4,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,32.37924771,49.69589669,47.38554365,129.460688
430,6/7/17 22:23,6/7/17 22:48,4,4.056236266,6.6,4,3.5,6.6,4,4.8,6.6,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,34.46561697,46.42826708,48.17574964,129.0696337
431,6/7/17 22:49,6/7/17 23:24,3.769910796,3.969815592,6.6,1.8,3,6.6,4.8,4.4,6.6,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,33.98141614,45.6696814,48.17574964,127.8268472
432,6/7/17 23:25,6/8/17 0:01,3.515943004,3.96261032,6.6,3.2,3,6.6,3.8,4.6,6.6,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,33.18134568,45.60616634,48.17574964,126.9632617
433,6/8/17 0:01,6/8/17 0:37,3.019865852,4.134859539,6.6,1.4,2.5,6.6,4.4,4.5,6.6,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,30.77215139,47.11339178,48.17574964,126.0612928
434,6/8/17 0:37,6/8/17 1:13,3.560806292,3.519799001,6.6,2.4,3,6.6,4.4,4.2,6.6,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,33.34342693,41.61643815,48.17574964,123.1356147
435,6/8/17 1:13,6/8/17 1:49,2.74917719,4.064220919,6.6,2.4,3.8,6.6,4.4,4.6,6.6,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,28.96073186,46.49806006,48.17574964,123.6345416
436,6/8/17 1:49,6/8/17 2:25,2.774159683,4.368176014,6.248236984,2.3,2.8,2.6,2.8,4.7,6.6,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,29.14313568,49.12028145,47.35270594,125.6161231
437,6/8/17 2:25,6/8/17 3:01,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,25.13509926,29.52536212,25.01505931,79.6755207
438,6/8/17 3:01,6/8/17 3:37,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,25.13509926,29.52536212,25.01505931,79.6755207
439,6/8/17 3:37,6/8/17 4:13,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,25.13509926,29.52536212,25.01505931,79.6755207
440,6/8/17 4:13,6/8/17 4:49,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,25.13509926,29.52536212,25.01505931,79.6755207
441,6/8/17 4:49,6/8/17 4:58,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,25.13509926,29.52536212,25.01505931,79.6755207
442,6/8/17 4:58,6/8/17 5:21,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,25.13509926,29.52536212,25.01505931,79.6755207
443,6/8/17 5:21,6/8/17 5:34,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,25.13509926,29.52536212,25.01505931,79.6755207
444,6/8/17 5:34,6/8/17 5:46,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,25.13509926,29.52536212,25.01505931,79.6755207
445,6/8/17 5:46,6/8/17 6:07,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,25.13509926,29.52536212,25.01505931,79.6755207
446,6/8/17 6:07,6/8/17 6:43,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,25.13509926,29.52536212,25.01505931,79.6755207
447,6/8/17 6:57,6/8/17 7:33,2.322300578,2.3,2.3,2,2.3,2.3,3,2.3,2.3,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,25.34994139,29.52536212,25.01505931,79.89036283
448,6/8/17 7:36,6/8/17 8:12,3.505702672,2.782358173,2.518995435,3.2,2.3,2.3,3.7,4,4.2,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,33.14308416,34.5272796,27.13583795,94.80620171
449,6/8/17 8:22,6/8/17 8:46,3.183247614,4.064753889,4.4,2.8,4,4.4,4.6,4.1,4.4,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,31.69297783,46.50271694,40.53554316,118.7312379
450,6/8/17 8:47,6/8/17 8:58,3.4,4.1,4.4,3.4,4.1,4.4,3.4,4.1,4.4,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,32.720428,46.81020186,40.53554316,120.066173
451,6/8/17 9:03,6/8/17 9:03,3.5,4.2,4.5,3.5,4.2,4.5,3.5,4.2,4.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,33.12157242,47.67754797,41.03928302,121.8384034
452,6/8/17 9:04,6/8/17 9:36,3.534233624,4.230830924,4.5,3.5,4.2,4.5,3.7,4.3,4.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,33.24851404,47.94349729,41.03928302,122.2312944
453,6/8/17 9:45,6/8/17 10:14,3.954986582,4.3,4.5,3.9,4.3,4.5,4.2,4.3,4.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,34.38846467,48.53773834,41.03928302,123.965486
454,6/8/17 10:24,6/8/17 10:55,2.877342817,4.623659486,4.722173033,1.7,4.5,4.6,4.7,4.9,5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,29.86348565,51.27747917,42.09498077,123.2359456
455,6/8/17 10:56,6/8/17 11:01,3.2,5.021237363,5.123010995,3.2,5,5.1,3.2,5.1,5.2,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,31.78021311,54.5656501,43.79181053,130.1376737
456,6/8/17 11:04,6/8/17 11:13,3.583071417,5.1,5.2,3.5,5.1,5.2,3.6,5.1,5.2,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,33.42052762,55.20891592,44.08904965,132.7184932
457,6/8/17 11:13,6/8/17 11:49,3.51391459,4.293730728,5.3,2.7,2.1,5.3,3.7,5.1,5.3,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,33.17380425,48.48401343,44.46210766,126.1199253
458,6/8/17 11:49,6/8/17 12:10,3.7,3.1,5.3,3.7,3.1,5.3,3.7,3.1,5.3,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,33.78942927,37.65653028,44.46210766,115.9080672
459,6/8/17 12:10,6/8/17 12:16,4.1,3.1,5.3,4.1,3.1,5.3,4.1,3.1,5.3,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,34.60698213,37.65653028,44.46210766,116.7256201
460,6/8/17 12:17,6/8/17 12:26,4.1,3.3,5.3,4.1,3.3,5.3,4.1,3.3,5.3,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,34.60698213,39.56656559,44.46210766,118.6356554
461,6/8/17 12:26,6/8/17 12:40,4.04064669,3.50616187,5.3,2.2,3.4,5.3,4.2,3.6,5.3,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,34.52804965,41.49068215,44.46210766,120.4808395
462,6/8/17 12:40,6/8/17 12:41,2.5,3.6,5.3,2.5,3.6,5.3,2.5,3.6,5.3,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,42.35235085,44.46210766,113.7823195
463,6/8/17 12:42,6/8/17 12:47,2.698225176,3.712926012,5.3,2.5,3.7,5.3,2.8,3.8,5.3,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,28.57897721,43.37821057,44.46210766,116.4192954
464,6/8/17 12:48,6/8/17 12:54,3.071438292,4.002263836,5.3,3,3.9,5.3,3.1,4.1,5.3,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,31.07662552,45.95519877,44.46210766,121.493932
465,6/8/17 12:54,6/8/17 12:57,3.2,4.2,5.4,3.2,4.2,5.4,3.2,4.2,5.4,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,31.78021311,47.67754797,44.82086893,124.27863
466,6/8/17 12:57,6/8/17 13:06,3.2,4.315564224,5.419959329,3.2,4.3,5.4,3.2,4.4,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,31.78021311,48.67100221,44.8908035,125.3420188
467,6/8/17 13:06,6/8/17 13:10,3.4,4.4,5.5,3.4,4.4,5.5,3.4,4.4,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,32.720428,49.39116683,45.16578646,127.2773813
468,6/8/17 13:17,6/8/17 13:22,3.6,4.427388951,5.5,3.6,4.4,5.5,3.6,4.5,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,33.47767323,49.62378438,45.16578646,128.2672441
469,6/8/17 13:27,6/8/17 13:34,3.8,4.6,5.5,3.8,4.6,5.5,3.8,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,34.05753936,51.07931348,45.16578646,130.3026393
470,6/8/17 13:46,6/8/17 13:47,3.8,4.6,5.5,3.8,4.6,5.5,3.8,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,34.05753936,51.07931348,45.16578646,130.3026393
471,6/8/17 13:49,6/8/17 13:55,3.8,4.6,5.5,3.8,4.6,5.5,3.8,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,34.05753936,51.07931348,45.16578646,130.3026393
472,6/8/17 13:56,6/8/17 13:57,3.8,4.6,5.5,3.8,4.6,5.5,3.8,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,34.05753936,51.07931348,45.16578646,130.3026393
473,6/8/17 13:57,6/8/17 13:58,3.8,4.6,5.5,3.8,4.6,5.5,3.8,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,34.05753936,51.07931348,45.16578646,130.3026393
474,6/8/17 13:58,6/8/17 13:59,3.8,4.6,5.5,3.8,4.6,5.5,3.8,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,34.05753936,51.07931348,45.16578646,130.3026393
475,6/8/17 13:59,6/8/17 14:00,3.8,4.6,5.5,3.8,4.6,5.5,3.8,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,34.05753936,51.07931348,45.16578646,130.3026393
476,6/8/17 14:01,6/8/17 14:01,3.8,4.6,5.5,3.8,4.6,5.5,3.8,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,34.05753936,51.07931348,45.16578646,130.3026393
477,6/8/17 14:02,6/8/17 14:03,3.8,4.6,5.5,3.8,4.6,5.5,3.8,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,34.05753936,51.07931348,45.16578646,130.3026393
478,6/8/17 14:03,6/8/17 14:04,3.8,4.6,5.5,3.8,4.6,5.5,3.8,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,34.05753936,51.07931348,45.16578646,130.3026393
479,6/8/17 14:05,6/8/17 14:09,3.8,4.6,5.5,3.8,4.6,5.5,3.8,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,34.05753936,51.07931348,45.16578646,130.3026393
480,6/8/17 14:10,6/8/17 14:34,3.8,4.6,5.5,3.8,4.6,5.5,3.8,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,34.05753936,51.07931348,45.16578646,130.3026393
481,6/8/17 14:38,6/8/17 14:41,2,4.6,5.5,2,4.6,5.5,2,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,21.98348874,51.07931348,45.16578646,118.2285887
482,6/8/17 14:49,6/8/17 14:52,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
483,6/8/17 14:59,6/8/17 15:00,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
484,6/8/17 15:00,6/8/17 15:01,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
485,6/8/17 15:01,6/8/17 15:03,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
486,6/8/17 15:19,6/8/17 15:56,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
487,6/8/17 15:56,6/8/17 16:30,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
488,6/8/17 16:37,6/8/17 16:39,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
489,6/8/17 16:45,6/8/17 16:48,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
490,6/8/17 16:48,6/8/17 17:08,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
491,6/8/17 17:08,6/8/17 17:12,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
492,6/8/17 17:52,6/8/17 18:05,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
493,6/8/17 18:05,6/8/17 18:07,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
494,6/8/17 18:08,6/8/17 18:18,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
495,6/8/17 18:18,6/8/17 18:23,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
496,6/8/17 18:29,6/8/17 18:30,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
497,6/8/17 18:30,6/8/17 18:47,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
498,6/8/17 18:48,6/8/17 18:52,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
499,6/8/17 18:53,6/8/17 19:05,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
500,6/8/17 19:06,6/8/17 19:10,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
501,6/8/17 19:11,6/8/17 19:17,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
502,6/8/17 19:24,6/8/17 21:01,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
503,6/8/17 21:02,6/8/17 21:05,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
504,6/8/17 21:05,6/8/17 21:13,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
505,6/8/17 21:14,6/8/17 21:54,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
506,6/8/17 21:58,6/8/17 22:25,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
507,6/8/17 22:27,6/8/17 22:30,0,4.6,0,0,4.6,0,0,4.6,0,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,0,51.07931348,0,51.07931348
508,6/8/17 22:30,6/8/17 22:41,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
509,6/8/17 22:42,6/8/17 23:09,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
510,6/8/17 23:12,6/8/17 23:28,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
511,6/8/17 23:30,6/8/17 23:53,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
512,6/8/17 23:56,6/9/17 0:07,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
513,6/9/17 0:09,6/9/17 0:25,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
514,6/9/17 0:26,6/9/17 0:29,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
515,6/9/17 0:29,6/9/17 0:48,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
516,6/9/17 0:50,6/9/17 1:04,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
517,6/9/17 1:06,6/9/17 1:07,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
518,6/9/17 1:08,6/9/17 1:13,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
519,6/9/17 1:13,6/9/17 1:22,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
520,6/9/17 1:28,6/9/17 1:34,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
521,6/9/17 1:35,6/9/17 1:41,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
522,6/9/17 1:42,6/9/17 1:43,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
523,6/9/17 1:44,6/9/17 2:01,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
524,6/9/17 2:11,6/9/17 2:23,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
525,6/9/17 2:29,6/9/17 2:41,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
526,6/9/17 2:46,6/9/17 3:05,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
527,6/9/17 3:08,6/9/17 3:25,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
528,6/9/17 3:27,6/9/17 3:38,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
529,6/9/17 3:43,6/9/17 3:47,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
530,6/9/17 3:47,6/9/17 3:53,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
531,6/9/17 3:53,6/9/17 4:04,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
532,6/9/17 4:08,6/9/17 4:17,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
533,6/9/17 4:25,6/9/17 5:28,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
534,6/9/17 5:29,6/9/17 5:34,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
535,6/9/17 5:34,6/9/17 5:40,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
536,6/9/17 5:40,6/9/17 5:41,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
537,6/9/17 5:42,6/9/17 5:47,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
538,6/9/17 5:48,6/9/17 5:49,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
539,6/9/17 5:50,6/9/17 5:55,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
540,6/9/17 5:57,6/9/17 6:01,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
541,6/9/17 6:01,6/9/17 6:06,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
542,6/9/17 6:07,6/9/17 6:09,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
543,6/9/17 6:10,6/9/17 6:13,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
544,6/9/17 6:14,6/9/17 6:19,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
545,6/9/17 6:21,6/9/17 6:23,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
546,6/9/17 6:24,6/9/17 8:13,2.5,4.6,5.5,2.5,4.6,5.5,2.5,4.6,5.5,28.79,39.75,37.81,106.35,20.53505896,0,0,20.53505896,26.96786097,51.07931348,45.16578646,123.2129609
