runnum launchtime launch gpuCTag positrons calo12ratio
824 -1 -1 1094 -1 -nan
825 -1 -1 1592 -1 -nan
826 -1 -1 4248 -1 -nan
827 -1 -1 -1 -1 -1
828 -1 -1 878 -1 -nan
829 193200 4111 917 63 0
830 -1 -1 -1 -1 -1
831 193200 48579 6877 843 0.739286
832 238000 248 4746 13 1.91667
833 243600 110871 15714 2516 0.817447
834 -1 -1 2574 -1 0.760331
835 -1 -1 0 -1 -nan
836 -1 -1 2876 -1 0.436019
837 -1 -1 1992 -1 0.280488
838 -1 -1 1789 -1 0.621622
839 -1 -1 1964 -1 23
840 -1 -1 454 -1 -nan
841 -1 -1 -1 -1 -1
842 -1 -1 1437 -1 -nan
843 -1 -1 457 -1 -nan
844 -1 -1 2023 -1 0.169118
845 -1 -1 1908 -1 0.92
846 -1 -1 1884 -1 4.18182
847 -1 -1 921 -1 0
848 -1 -1 2139 -1 -nan
849 -1 -1 0 -1 -nan
850 -1 -1 0 -1 -nan
851 -1 -1 0 -1 -nan
852 -1 -1 0 -1 -nan
853 -1 -1 0 -1 -nan
854 -1 -1 0 -1 -nan
855 -1 -1 0 -1 -nan
856 -1 -1 0 -1 -nan
857 -1 -1 0 -1 -nan
858 -1 -1 0 -1 -nan
859 -1 -1 0 -1 -nan
860 -1 -1 0 -1 -nan
861 -1 -1 0 -1 -nan
862 -1 -1 0 -1 -nan
863 -1 -1 0 -1 -nan
864 -1 -1 0 -1 -nan
865 -1 -1 0 -1 -nan
866 -1 -1 0 -1 0
867 -1 -1 0 -1 -nan
868 -1 -1 0 -1 0
869 -1 -1 0 -1 -nan
870 -1 -1 0 -1 -nan
871 -1 -1 0 -1 -nan
872 -1 -1 0 -1 -nan
873 -1 -1 0 -1 -nan
874 -1 -1 0 -1 -nan
875 -1 -1 0 -1 -nan
876 -1 -1 0 -1 -nan
877 -1 -1 -1 -1 -1
878 -1 -1 0 -1 -nan
879 -1 -1 0 -1 -nan
880 -1 -1 0 -1 -nan
881 -1 -1 0 -1 -nan
882 -1 -1 941 -1 0.98563
883 -1 -1 891 -1 1
884 -1 -1 864 -1 1
885 -1 -1 864 -1 1
886 -1 -1 864 -1 1
887 -1 -1 912 -1 1
888 -1 -1 864 -1 1
889 -1 -1 892 -1 1
890 -1 -1 15005 -1 1
891 -1 -1 1158 -1 1
892 -1 -1 1160 -1 1
893 -1 -1 288 -1 1
894 -1 -1 288 -1 1
895 -1 -1 288 -1 1
896 -1 -1 288 -1 1
897 -1 -1 312 -1 1
898 -1 -1 288 -1 1
899 -1 -1 313 -1 1
900 -1 -1 315 -1 1
901 -1 -1 288 -1 1
902 -1 -1 288 -1 1
903 -1 -1 288 -1 1
904 -1 -1 288 -1 1
905 -1 -1 0 -1 1
906 -1 -1 315 -1 1
907 -1 -1 13194 -1 0.985452
908 -1 -1 12024 -1 0.999697
909 -1 -1 312 -1 0.999838
910 -1 -1 288 -1 0.999608
911 -1 -1 288 -1 0.999716
912 -1 -1 288 -1 0.999831
913 -1 -1 288 -1 0.999742
914 -1 -1 312 -1 0.999752
915 -1 -1 288 -1 0.999688
916 -1 -1 11844 -1 0.992857
917 -1 -1 290 -1 0.992227
918 -1 -1 288 -1 0.992084
919 -1 -1 288 -1 0.991769
920 -1 -1 288 -1 0.991352
921 -1 -1 288 -1 0.992433
922 -1 -1 312 -1 0.992122
923 -1 -1 289 -1 0.992278
924 -1 -1 4413 -1 0.991965
925 -1 -1 5214 -1 1.00036
926 -1 -1 288 -1 0.999977
927 -1 -1 4056 -1 0.999037
928 -1 -1 288 -1 0.999022
929 -1 -1 312 -1 0.998998
930 -1 -1 312 -1 0.998828
931 -1 -1 288 -1 0.998896
932 -1 -1 312 -1 0.999503
933 -1 -1 288 -1 0.999231
934 -1 -1 288 -1 0.998921
935 -1 -1 11377 -1 0.989363
936 -1 -1 288 -1 0.982585
937 -1 -1 288 -1 0.992235
938 -1 -1 288 -1 0.994517
939 -1 -1 288 -1 0.993869
940 -1 -1 288 -1 0.994695
941 -1 -1 312 -1 0.994332
942 -1 -1 288 -1 0.982573
943 -1 -1 12865 -1 0.983698
944 -1 -1 10896 -1 0.999817
945 -1 -1 288 -1 0.999801
946 -1 -1 312 -1 0.999854
947 -1 -1 288 -1 0.999901
948 -1 -1 288 -1 0.999901
949 -1 -1 288 -1 0.999968
950 -1 -1 288 -1 0.999837
951 -1 -1 288 -1 0.999735
952 -1 -1 4656 -1 0.999338
953 -1 -1 312 -1 0.999275
954 -1 -1 288 -1 0.999854
955 -1 -1 312 -1 0.999853
956 -1 -1 288 -1 0.999669
957 -1 -1 288 -1 0.99967
958 -1 -1 288 -1 1
959 -1 -1 288 -1 0.9991
960 -1 -1 4178 -1 0.998885
961 -1 -1 288 -1 0.999907
962 -1 -1 312 -1 0.999733
963 -1 -1 288 -1 0.999905
964 -1 -1 288 -1 0.999724
965 -1 -1 288 -1 0.99991
966 -1 -1 0 -1 0.99963
967 -1 -1 288 -1 0.999868
968 -1 -1 2880 -1 0.999741
969 -1 -1 312 -1 0.999589
970 -1 -1 288 -1 0.999729
971 -1 -1 288 -1 0.999695
972 -1 -1 288 -1 0.999858
973 -1 -1 288 -1 0.999819
974 -1 -1 288 -1 0.99976
975 -1 -1 288 -1 0.999531
976 -1 -1 0 -1 0
977 -1 -1 0 -1 -nan
978 -1 -1 0 -1 -nan
979 -1 -1 0 -1 -nan
980 -1 -1 0 -1 0
981 -1 -1 -1 -1 -1
982 -1 -1 -1 -1 -1
983 -1 -1 0 -1 -nan
984 -1 -1 0 -1 -nan
985 -1 -1 0 -1 0
986 -1 -1 0 -1 0
987 -1 -1 0 -1 -nan
988 -1 -1 0 -1 0
989 -1 -1 -1 -1 -1
990 -1 -1 299 -1 1.04545
991 -1 -1 -1 -1 -1
992 -1 -1 0 -1 -nan
993 -1 -1 298 -1 1.04538
994 -1 -1 161 -1 1.04545
995 -1 -1 161 -1 1.04545
996 -1 -1 299 -1 1.04545
997 -1 -1 161 -1 1.04545
998 -1 -1 138 -1 1.04468
999 -1 -1 138 -1 1.04501
1000 -1 -1 138 -1 1.04545
1001 -1 -1 138 -1 1.04545
1002 -1 -1 161 -1 1.04528
1003 -1 -1 -1 -1 -1
1004 -1 -1 161 -1 1.04545
1005 -1 -1 161 -1 1.04545
1006 -1 -1 0 -1 1.03871
1007 -1 -1 161 -1 1.04545
1008 -1 -1 3128 -1 1.04535
1009 -1 -1 7152 -1 1.04535
1010 -1 -1 7406 -1 1.04536
1011 -1 -1 7245 -1 1.04536
1012 -1 -1 -1 -1 -1
1013 -1 -1 -1 -1 -1
1014 -1 -1 -1 -1 -1
1015 -1 -1 437 -1 1.04529
1016 -1 -1 299 -1 1.04545
1017 -1 -1 138 -1 1.04545
1018 -1 -1 -1 -1 -1
1019 -1 -1 -1 -1 -1
1020 -1 -1 -1 -1 -1
1021 -1 -1 0 -1 -nan
1022 -1 -1 0 -1 -nan
1023 -1 -1 0 -1 -nan
1024 -1 -1 0 -1 -nan
1025 -1 -1 600 -1 0.999771
1026 -1 -1 600 -1 1
1027 -1 -1 144 -1 1
1028 -1 -1 -1 -1 -1
1029 -1 -1 138 -1 1.04545
1030 -1 -1 0 -1 -nan
1031 -1 -1 0 -1 -nan
1032 -1 -1 0 -1 -nan
1033 -1 -1 0 -1 0
1034 -1 -1 0 -1 -nan
1035 -1 -1 0 -1 -nan
1036 -1 -1 0 -1 -nan
1037 -1 -1 0 -1 -nan
1038 -1 -1 -1 -1 -1
1039 -1 -1 -1 -1 -1
1040 -1 -1 -1 -1 -1
1041 -1 -1 0 -1 -nan
1042 -1 -1 1025 -1 -nan
1043 -1 -1 333 -1 -nan
1044 -1 -1 366 -1 -nan
1045 -1 -1 368 -1 -nan
1046 -1 -1 2935 -1 -nan
1047 -1 -1 371 -1 -nan
1048 -1 -1 1439 -1 -nan
1049 -1 -1 415 -1 -nan
1050 -1 -1 3785 -1 0
1051 232400 87 4475 0 0
1052 -1 -1 466 -1 -nan
1053 -1 -1 2965 -1 0
1054 -1 -1 841 -1 -nan
1055 -1 -1 417 -1 -nan
1056 -1 -1 0 -1 -nan
1057 -1 -1 447 -1 -nan
1058 -1 -1 13206 -1 0
1059 -1 -1 1194 -1 0
1060 -1 -1 4887 -1 0
1061 -1 -1 402 -1 -nan
1062 -1 -1 427 -1 -nan
1063 -1 -1 385 -1 -nan
1064 -1 -1 460 -1 -nan
1065 -1 -1 3210 -1 -nan
1066 -1 -1 0 -1 -nan
1067 -1 -1 0 -1 0
1068 -1 -1 906 -1 0
1069 -1 -1 460 -1 -nan
1070 -1 -1 2551 -1 0.999749
1071 -1 -1 499 -1 1
1072 -1 -1 556 -1 1
1073 -1 -1 479 -1 0.999024
1074 -1 -1 570 -1 0.999658
1075 -1 -1 633 -1 1
1076 -1 -1 399 -1 -nan
1077 -1 -1 454 -1 -nan
1078 260400 18541 5425 845 1.44994
1079 -1 -1 554 -1 1
1080 -1 -1 0 -1 -nan
1081 254800 3356 443 126 1.09948
1082 -1 -1 516 -1 0.958333
1083 -1 -1 470 -1 0.962791
1084 316400 2899 1051 1166 1.04134
1085 254800 1486 448 46 1.13115
1086 -1 -1 0 -1 -nan
1087 254800 1753 976 83 3.02632
1088 260400 1173 443 53 0.851852
1089 -1 -1 0 -1 -nan
1090 254800 827 479 32 1.48387
1091 254800 2762 921 93 0.766667
1092 254800 4797 979 102 1.36634
1093 254800 6308 965 68 1.01471
1094 254800 10407 1418 47 1.80392
1095 288400 351 1014 39 3.28571
1096 310800 321 959 58 0.403509
1097 254800 2634 1007 113 1.06481
1098 254800 7036 976 178 2.00581
1099 254800 9493 965 144 1.12587
1100 254800 1658 0 48 1
1101 254800 4104 944 106 1.80392
1102 254800 11109 963 151 0.448052
1103 254800 9376 920 165 1.73585
1104 254800 9919 916 207 1.45854
1105 254800 91189 15014 1985 1.52215
1106 254800 52671 7806 1231 1.5205
1107 254800 20171 4360 485 1.72747
1108 -1 -1 2254 -1 1.21053
1109 -1 -1 0 -1 -nan
1110 -1 -1 1264 -1 1.31429
1111 -1 -1 0 -1 3.83333
1112 -1 -1 0 -1 -nan
1113 -1 -1 -1 -1 -1
1114 -1 -1 0 -1 -nan
1115 -1 -1 48 -1 0.995192
1116 -1 -1 48 -1 1
1117 -1 -1 -1 -1 -1
1118 -1 -1 -1 -1 -1
1119 -1 -1 0 -1 -nan
1120 -1 -1 -1 -1 -1
1121 243600 1464 0 0 1
1122 -1 -1 96 -1 1
1123 -1 -1 360 -1 0.999916
1124 -1 -1 2353 -1 0.999987
1125 -1 -1 2256 -1 0.99996
1126 -1 -1 1874 -1 1
1127 -1 -1 48 -1 1
1128 -1 -1 2352 -1 0.999961
1129 -1 -1 480 -1 1
1130 -1 -1 0 -1 -nan
1131 260400 7138 1537 220 1.16055
1132 260400 4036 981 139 1.96124
1133 260400 3616 1446 102 2.17895
1134 260400 594 976 15 0
1135 260400 679 1292 15 3.28571
1136 254800 623 1487 12 7.66667
1137 260400 2008 461 54 2.70588
1138 254800 1080 852 22 2.19048
1139 260400 4932 1914 145 1.48921
1140 -1 -1 924 -1 1.81579
1141 -1 -1 6224 -1 1.00291
1142 260400 56830 8659 1722 1.45988
1143 260400 56047 5940 1647 1.29038
1144 249200 17688 6869 494 1.2381
1145 249200 1894 1396 60 1.16949
1146 -1 -1 0 -1 0
1147 -1 -1 0 -1 -nan
1148 260400 9334 3158 236 1.50655
1149 -1 -1 -1 -1 -1
1150 -1 -1 -1 -1 -1
1151 -1 -1 0 -1 -nan
1152 -1 -1 0 -1 -nan
1153 -1 -1 0 -1 -nan
1154 -1 -1 0 -1 0
1155 -1 -1 0 -1 -nan
1156 -1 -1 0 -1 -nan
1157 254800 2796 1482 83 1.76923
1158 254800 219298 10815 6601 1.45324
1159 243600 752 544 25 0
1160 260400 383019 14130 11434 1.20491
1161 -1 -1 -1 -1 -1
1162 260400 6952 545 209 1.00485
1163 254800 100426 7729 2586 1.31532
1164 -1 -1 533 -1 -nan
1165 249200 126093 9230 3233 1.27136
1166 260400 182832 6678 5434 1.30083
1167 249200 20177 937 510 1.81579
1168 249200 22837 959 618 1.65385
1169 -1 -1 -1 -1 -1
1170 -1 -1 -1 -1 -1
1171 254800 21414 1575 638 1.58621
1172 243600 2727 1347 70 0.657143
1173 -1 -1 0 -1 -nan
1174 254800 52760 3809 1739 1.4409
1175 254800 270466 13229 10490 1.20567
1176 -1 -1 -1 -1 -1
1177 -1 -1 -1 -1 -1
1178 -1 -1 -1 -1 -1
1179 -1 -1 -1 -1 -1
1180 254800 22366 677 857 1.25151
1181 -1 -1 -1 -1 -1
1182 -1 -1 0 -1 -nan
1183 -1 -1 -1 -1 -1
1184 254800 4691 635 164 1.00625
1185 254800 22950 1347 818 1.26658
1186 254800 242891 9011 9042 1.2367
1187 254800 65043 4051 2184 1.26457
1188 254800 44976 2623 1474 1.29375
1189 254800 105510 5465 3493 1.28409
1190 -1 -1 0 -1 -nan
1191 -1 -1 -1 -1 -1
1192 -1 -1 -1 -1 -1
1193 -1 -1 0 -1 -nan
1194 -1 -1 0 -1 -nan
1195 -1 -1 0 -1 -nan
1196 -1 -1 0 -1 -nan
1197 -1 -1 0 -1 0
1198 -1 -1 4608 -1 1
1199 -1 -1 0 -1 -nan
1200 -1 -1 0 -1 -nan
1201 -1 -1 0 -1 -nan
1202 -1 -1 576 -1 1
1203 -1 -1 576 -1 1
1204 -1 -1 576 -1 1
1205 -1 -1 600 -1 1
1206 -1 -1 576 -1 1
1207 -1 -1 600 -1 1
1208 -1 -1 288 -1 1
1209 -1 -1 576 -1 1
1210 -1 -1 576 -1 1
1211 -1 -1 600 -1 1
1212 -1 -1 576 -1 1
1213 -1 -1 576 -1 1
1214 -1 -1 576 -1 1
1215 -1 -1 14544 -1 1
1216 -1 -1 576 -1 1
1217 -1 -1 576 -1 1
1218 -1 -1 600 -1 1
1219 -1 -1 576 -1 1
1220 -1 -1 576 -1 1
1221 -1 -1 600 -1 1
1222 -1 -1 576 -1 0.999908
1223 -1 -1 624 -1 1
1224 -1 -1 600 -1 1
1225 -1 -1 600 -1 1
1226 -1 -1 600 -1 1
1227 -1 -1 312 -1 1
1228 -1 -1 600 -1 1
1229 -1 -1 576 -1 1
1230 -1 -1 576 -1 1
1231 -1 -1 599 -1 1
1232 -1 -1 600 -1 1
1233 -1 -1 576 -1 1
1234 -1 -1 576 -1 1
1235 -1 -1 576 -1 1
1236 -1 -1 576 -1 1
1237 -1 -1 0 -1 0
1238 -1 -1 0 -1 -nan
1239 -1 -1 -1 -1 -1
1240 -1 -1 -1 -1 -1
1241 -1 -1 0 -1 -nan
1242 -1 -1 0 -1 0
1243 -1 -1 0 -1 0
1244 -1 -1 -1 -1 -1
1245 -1 -1 -1 -1 -1
1246 -1 -1 -1 -1 -1
1247 -1 -1 0 -1 0
1248 -1 -1 0 -1 0
1249 -1 -1 0 -1 -nan
1250 -1 -1 0 -1 -nan
1251 -1 -1 0 -1 -nan
1252 -1 -1 1757 -1 0.999992
1253 -1 -1 890 -1 1
1254 -1 -1 888 -1 0.999991
1255 -1 -1 864 -1 1
1256 -1 -1 912 -1 1
1257 -1 -1 888 -1 0.999991
1258 -1 -1 888 -1 1
1259 -1 -1 893 -1 1
1260 -1 -1 0 -1 0
1261 -1 -1 864 -1 0.99999
1262 -1 -1 576 -1 0.999985
1263 -1 -1 864 -1 1
1264 -1 -1 864 -1 0.999981
1265 -1 -1 888 -1 1
1266 -1 -1 888 -1 1
1267 -1 -1 0 -1 1
1268 -1 -1 0 -1 7.66667
1269 -1 -1 0 -1 0
1270 -1 -1 0 -1 0
1271 -1 -1 0 -1 -nan
1272 -1 -1 0 -1 0
1273 -1 -1 464 -1 -nan
1274 -1 -1 1113 -1 0
1275 -1 -1 6830 -1 0.807018
1276 -1 -1 -1 -1 -1
1277 -1 -1 -1 -1 -1
1278 -1 -1 1281 -1 1.54808
1279 -1 -1 2134 -1 0.832869
1280 -1 -1 2939 -1 1.18966
1281 -1 -1 3037 -1 0.383333
1282 -1 -1 830 -1 0.377049
1283 -1 -1 2825 -1 1.2008
1284 -1 -1 2254 -1 0.741935
1285 266000 2285 684 46 0.511111
1286 266000 13708 720 278 1.46992
1287 254800 10746 852 290 1.33818
1288 249200 9596 735 240 0.982906
1289 249200 8138 739 121 1.78448
1290 254800 4218 1416 108 2.0495
1291 243600 2723 1464 78 0.589744
1292 249200 652 1470 18 0
1293 243600 1227 1425 41 0.575
1294 249200 3544 1395 91 0.758242
1295 254800 4070 1415 90 1.62353
1296 254800 5963 1422 154 0.302632
1297 254800 8094 694 173 2.14286
1298 254800 12018 1575 258 0.626459
1299 260400 13511 1475 343 1.12195
1300 266000 17842 1436 381 0.795213
1301 266000 15734 1553 423 1.01471
1302 254800 11047 1364 293 1.47331
1303 249200 7383 0 190 1.74054
1304 266000 6449 1408 154 1.90345
1305 254800 3009 1501 71 1.01471
1306 -1 -1 -1 -1 -1
1307 243600 1783 1394 36 0
1308 249200 355 1449 10 2.55556
1309 -1 -1 614 -1 -nan
1310 -1 -1 0 -1 -nan
1311 254800 13681 1541 324 1.48387
1312 254800 20185 1400 438 1.46809
1313 254800 9131 674 239 0.786325
1314 254800 9720 775 229 1.45045
1315 254800 25371 2861 501 0.740443
1316 260400 12433 695 272 1.2197
1317 260400 13534 1462 304 0.926174
1318 254800 15347 735 366 1.59538
1319 260400 14916 738 321 1.18328
1320 254800 13853 691 281 1.01099
1321 260400 17679 734 350 1.34111
1322 249200 10800 2037 182 1.02793
1323 249200 3012 718 57 1.73585
1324 249200 864 593 31 0.766667
1325 -1 -1 688 -1 11.5
1326 254800 4844 1360 117 1.45045
1327 254800 183430 14143 5373 1.21471
1328 -1 -1 0 -1 0
1329 -1 -1 0 -1 0
1330 -1 -1 0 -1 0
1331 -1 -1 0 -1 0
1332 -1 -1 0 -1 -nan
1333 -1 -1 0 -1 -nan
1334 -1 -1 0 -1 0
1335 -1 -1 0 -1 -nan
1336 -1 -1 0 -1 -nan
1337 -1 -1 0 -1 -nan
1338 -1 -1 0 -1 -nan
1339 -1 -1 0 -1 -nan
1340 -1 -1 0 -1 -nan
1341 -1 -1 0 -1 -nan
1342 -1 -1 561 -1 0
1343 -1 -1 136 -1 -nan
1344 260400 41987 7566 740 1.35865
1345 -1 -1 0 -1 -nan
1346 260400 50591 1922 949 1.125
1347 260400 4910 653 81 1.79221
1348 383600 105347 3896 2111 1.26275
1349 378000 43781 1989 908 1.2411
1350 378000 14874 1412 381 1.26027
1351 366800 13365 695 326 1.16825
1352 366800 13075 668 294 1.66667
1353 366800 16481 678 365 1.18625
1354 366800 24644 1307 537 1.01341
1355 378000 16299 700 282 0.66426
1356 366800 39162 2002 822 1.25508
1357 361200 22969 1334 491 1.22081
1358 361200 11291 1257 275 0.858209
1359 361200 19814 1322 431 1.1165
1360 -1 -1 2092 -1 1.2743
1361 -1 -1 2512 -1 1.5258
1362 -1 -1 0 -1 -nan
1363 -1 -1 0 -1 -nan
1364 -1 -1 -1 -1 -1
1365 -1 -1 -1 -1 -1
1366 -1 -1 0 -1 -nan
1367 -1 -1 0 -1 -nan
1368 -1 -1 5363 -1 1.28656
1369 -1 -1 0 -1 -nan
1370 -1 -1 -1 -1 -1
1371 -1 -1 6619 -1 0.837379
1372 -1 -1 2005 -1 1.21897
1373 -1 -1 7387 -1 1.18425
1374 -1 -1 2601 -1 0.766667
1375 -1 -1 1563 -1 -nan
1376 -1 -1 1477 -1 -nan
1377 -1 -1 980 -1 -nan
1378 -1 -1 -1 -1 -1
1379 -1 -1 0 -1 -nan
1380 -1 -1 2875 -1 0
1381 -1 -1 7705 -1 1.06601
1382 -1 -1 10437 -1 1.30335
1383 -1 -1 -1 -1 -1
1384 378000 22913 1496 487 1.44372
1385 -1 -1 0 -1 -nan
1386 -1 -1 0 -1 -nan
1387 383600 367563 13634 6696 1.15195
1388 -1 -1 -1 -1 -1
1389 -1 -1 0 -1 -nan
1390 -1 -1 0 -1 -nan
1391 383600 55620 2877 1003 0.842319
1392 383600 3446 1020 79 0.907895
1393 378000 165183 9246 3608 1.13483
1394 389200 4645 839 155 1.22667
1395 -1 -1 6438 -1 0.951575
1396 -1 -1 9904 -1 1.04122
1397 529200 2877 1663 648 1.3928
1398 529200 5699 2768 1198 1.25418
1399 534800 5432 3627 1524 1.27248
1400 -1 -1 -1 -1 -1
1401 -1 -1 -1 -1 -1
1402 529200 2427 1869 358 0.866667
1403 -1 -1 -1 -1 -1
1404 529200 8049 2909 1391 1.18038
1405 540400 1481 1939 1060 1.18651
1406 529200 8677 2940 1231 1.29744
1407 529200 4927 2751 1351 1.0876
1408 529200 6782 3969 1878 0.889994
1409 529200 30144 18140 7168 1.1463
1410 -1 -1 -1 -1 -1
1411 -1 -1 -1 -1 -1
1412 529200 13318 10014 2662 1.3336
1413 529200 10141 6700 2125 1.20633
1414 529200 56642 21588 6787 1.16937
1415 -1 -1 0 -1 -nan
1416 -1 -1 1115 -1 0.971831
1417 -1 -1 0 -1 -nan
1418 -1 -1 4375 -1 1.00181
1419 -1 -1 1031 -1 0.784091
1420 -1 -1 1166 -1 0.403509
1421 -1 -1 13957 -1 0.975446
1422 534800 6607 8750 1320 1.24721
1423 -1 -1 0 -1 -nan
1424 534800 752 2638 203 1.31088
1425 -1 -1 0 -1 -nan
1426 -1 -1 -1 -1 -1
1427 534800 1206 3411 296 0.971831
1428 534800 1119 2027 290 0.992806
1429 534800 1000 1910 275 0.598513
1430 534800 1219 2146 184 1.60465
1431 534800 709 2173 129 1.12195
1432 534800 198 2190 62 1.16949
1433 534800 798 2182 256 1.12653
1434 534800 1197 2354 434 1.5258
1435 534800 2509 2267 520 1.01606
1436 -1 -1 -1 -1 -1
1437 529200 26512 7994 2776 1.34574
1438 484400 226615 8386 3027 1.19099
1439 490000 74126 7928 3314 1.19716
1440 -1 -1 -1 -1 -1
1441 540400 1473 2186 607 1.07069
1442 540400 3602 4328 1530 1.10274
1443 -1 -1 3263 -1 1.42701
1444 -1 -1 1073 -1 1.29144
1445 529200 8376 7006 1726 1.05875
1446 529200 19656 13777 3981 1.35043
1447 -1 -1 8177 -1 1.3155
1448 -1 -1 6678 -1 0.774737
1449 -1 -1 -1 -1 -1
1450 -1 -1 1200 -1 -nan
1451 -1 -1 -1 -1 -1
1452 -1 -1 1073 -1 -nan
1453 -1 -1 2327 -1 1.09524
1454 -1 -1 3734 -1 0.978723
1455 -1 -1 3020 -1 1.13964
1456 -1 -1 3102 -1 1.7977
1457 -1 -1 3096 -1 1.12406
1458 -1 -1 -1 -1 -1
1459 -1 -1 -1 -1 -1
1460 534800 103 791 44 1.06977
1461 534800 18231 11241 7890 1.15275
1462 534800 51189 38197 21698 1.16925
1463 534800 27346 14745 10525 1.11006
1464 534800 12254 6342 4705 1.24491
1465 -1 -1 -1 -1 -1
1466 -1 -1 -1 -1 -1
1467 534800 13315 9438 4867 1.25952
1468 -1 -1 1641 -1 -nan
1469 -1 -1 0 -1 -nan
1470 -1 -1 0 -1 -nan
1471 -1 -1 0 -1 -nan
1472 -1 -1 -1 -1 -1
1473 -1 -1 0 -1 -nan
1474 -1 -1 0 -1 -nan
1475 -1 -1 470 -1 -nan
1476 -1 -1 638 -1 -nan
1477 -1 -1 0 -1 -nan
1478 -1 -1 0 -1 -nan
1479 -1 -1 0 -1 -nan
1480 -1 -1 -1 -1 -1
1481 -1 -1 -1 -1 -1
1482 -1 -1 -1 -1 -1
1483 -1 -1 0 -1 -nan
1484 -1 -1 4025 -1 0
1485 -1 -1 -1 -1 -1
1486 -1 -1 -1 -1 -1
1487 529200 7678 3916 578 1.78889
1488 529200 47279 16656 3043 1.05224
1489 529200 29635 7733 1906 1.19857
1490 529200 12319 3044 798 0.958333
1491 -1 -1 -1 -1 -1
1492 529200 44064 11673 2755 1.27973
1493 523600 476 762 28 0.821429
1494 529200 86183 21892 5193 1.18257
1495 -1 -1 0 -1 -nan
1496 -1 -1 0 -1 -nan
1497 -1 -1 -1 -1 -1
1498 -1 -1 0 -1 -nan
1499 -1 -1 0 -1 -nan
1500 -1 -1 0 -1 0
1501 -1 -1 0 -1 -nan
1502 -1 -1 0 -1 -nan
1503 -1 -1 -1 -1 -1
1504 -1 -1 -1 -1 -1
1505 -1 -1 -1 -1 -1
1506 -1 -1 -1 -1 -1
1507 -1 -1 0 -1 -nan
1508 -1 -1 0 -1 0
1509 -1 -1 0 -1 -nan
1510 -1 -1 0 -1 -nan
1511 -1 -1 0 -1 -nan
1512 -1 -1 0 -1 -nan
1513 -1 -1 0 -1 0
1514 -1 -1 0 -1 0
1515 -1 -1 0 -1 0
1516 -1 -1 -1 -1 -1
1517 -1 -1 0 -1 -nan
1518 -1 -1 0 -1 -nan
1519 -1 -1 -1 -1 -1
1520 -1 -1 -1 -1 -1
1521 -1 -1 0 -1 0
1522 -1 -1 0 -1 0
1523 -1 -1 0 -1 -nan
1524 -1 -1 0 -1 -nan
1525 -1 -1 0 -1 -nan
1526 -1 -1 0 -1 -nan
1527 -1 -1 0 -1 -nan
1528 -1 -1 0 -1 0
1529 -1 -1 0 -1 -nan
1530 -1 -1 0 -1 -nan
1531 -1 -1 -1 -1 -1
1532 -1 -1 -1 -1 -1
1533 -1 -1 0 -1 -nan
1534 -1 -1 0 -1 -nan
1535 -1 -1 0 -1 0
1536 -1 -1 0 -1 0
1537 -1 -1 0 -1 -nan
1538 -1 -1 0 -1 -nan
1539 -1 -1 0 -1 -nan
1540 -1 -1 -1 -1 -1
1541 -1 -1 -1 -1 -1
1542 -1 -1 0 -1 -nan
1543 -1 -1 0 -1 -nan
1544 -1 -1 0 -1 -nan
1545 -1 -1 0 -1 -nan
1546 -1 -1 0 -1 -nan
1547 -1 -1 0 -1 -nan
1548 -1 -1 0 -1 -nan
1549 -1 -1 0 -1 -nan
1550 -1 -1 0 -1 -nan
1551 -1 -1 0 -1 -nan
1552 -1 -1 0 -1 -nan
1553 -1 -1 0 -1 -nan
1554 -1 -1 0 -1 -nan
1555 -1 -1 0 -1 -nan
1556 -1 -1 -1 -1 -1
1557 -1 -1 0 -1 -nan
1558 -1 -1 0 -1 -nan
1559 -1 -1 0 -1 -nan
1560 -1 -1 0 -1 -nan
1561 -1 -1 0 -1 -nan
1562 -1 -1 0 -1 -nan
1563 -1 -1 0 -1 -nan
1564 -1 -1 0 -1 -nan
1565 -1 -1 0 -1 -nan
1566 -1 -1 0 -1 -nan
1567 -1 -1 0 -1 -nan
1568 -1 -1 0 -1 -nan
1569 -1 -1 0 -1 -nan
1570 -1 -1 0 -1 -nan
1571 -1 -1 0 -1 -nan
1572 -1 -1 0 -1 -nan
1573 -1 -1 0 -1 -nan
1574 -1 -1 0 -1 -nan
1575 -1 -1 0 -1 -nan
1576 -1 -1 0 -1 -nan
1577 -1 -1 0 -1 -nan
1578 -1 -1 0 -1 -nan
1579 -1 -1 0 -1 -nan
1580 -1 -1 0 -1 -nan
1581 -1 -1 0 -1 -nan
1582 -1 -1 0 -1 -nan
1583 -1 -1 0 -1 -nan
1584 -1 -1 0 -1 -nan
1585 -1 -1 0 -1 -nan
1586 -1 -1 0 -1 -nan
1587 -1 -1 0 -1 -nan
1588 -1 -1 0 -1 -nan
1589 -1 -1 0 -1 0
1590 -1 -1 0 -1 0
1591 -1 -1 -1 -1 -1
1592 -1 -1 -1 -1 -1
1593 -1 -1 0 -1 0
1594 -1 -1 -1 -1 -1
1595 -1 -1 -1 -1 -1
1596 -1 -1 0 -1 0
1597 -1 -1 0 -1 0
1598 -1 -1 0 -1 0
1599 -1 -1 -1 -1 -1
1600 -1 -1 -1 -1 -1
1601 -1 -1 0 -1 -nan
1602 -1 -1 0 -1 -nan
1603 -1 -1 0 -1 -nan
