runnum launchtime launch gpuCTag positrons calo12ratio
1604 -1 -1 0 -1 -nan
1605 -1 -1 0 -1 -nan
1606 -1 -1 0 -1 -nan
1607 -1 -1 0 -1 -nan
1608 -1 -1 0 -1 -nan
1609 -1 -1 0 -1 -nan
1610 -1 -1 0 -1 -nan
1611 -1 -1 0 -1 -nan
1612 -1 -1 0 -1 -nan
1613 -1 -1 0 -1 0
1614 -1 -1 0 -1 0
1615 -1 -1 0 -1 0
1616 -1 -1 0 -1 0
1617 -1 -1 0 -1 0
1618 -1 -1 0 -1 -nan
1619 -1 -1 0 -1 0
1620 -1 -1 0 -1 -nan
1621 -1 -1 -1 -1 -1
1622 -1 -1 -1 -1 -1
1623 -1 -1 0 -1 -nan
1624 -1 -1 0 -1 -nan
1625 -1 -1 0 -1 -nan
1626 -1 -1 0 -1 -nan
1627 -1 -1 0 -1 -nan
1628 -1 -1 0 -1 -nan
1629 -1 -1 0 -1 -nan
1630 -1 -1 0 -1 -nan
1631 -1 -1 0 -1 -nan
1632 -1 -1 0 -1 -nan
1633 -1 -1 0 -1 -nan
1634 -1 -1 -1 -1 -1
1635 -1 -1 0 -1 -nan
1636 -1 -1 0 -1 -nan
1637 -1 -1 0 -1 -nan
1638 -1 -1 0 -1 -nan
1639 -1 -1 0 -1 -nan
1640 -1 -1 0 -1 0
1641 -1 -1 0 -1 -nan
1642 -1 -1 0 -1 -nan
1643 -1 -1 0 -1 -nan
1644 -1 -1 0 -1 -nan
1645 -1 -1 0 -1 -nan
1646 -1 -1 0 -1 0
1647 -1 -1 0 -1 0
1648 -1 -1 0 -1 -nan
1649 -1 -1 -1 -1 -1
1650 -1 -1 -1 -1 -1
1651 -1 -1 0 -1 -nan
1652 -1 -1 0 -1 -nan
1653 -1 -1 0 -1 -nan
1654 -1 -1 0 -1 -nan
1655 -1 -1 0 -1 -nan
1656 -1 -1 0 -1 -nan
1657 -1 -1 0 -1 -nan
1658 -1 -1 0 -1 -nan
1659 -1 -1 0 -1 -nan
1660 -1 -1 0 -1 -nan
1661 -1 -1 0 -1 -nan
1662 -1 -1 0 -1 -nan
1663 -1 -1 0 -1 0
1664 -1 -1 0 -1 -nan
1665 -1 -1 0 -1 -nan
1666 -1 -1 0 -1 -nan
1667 -1 -1 0 -1 -nan
1668 -1 -1 0 -1 -nan
1669 -1 -1 0 -1 -nan
1670 -1 -1 0 -1 -nan
1671 -1 -1 0 -1 -nan
1672 -1 -1 0 -1 -nan
1673 -1 -1 0 -1 -nan
1674 -1 -1 0 -1 -nan
1675 -1 -1 0 -1 -nan
1676 -1 -1 0 -1 -nan
1677 -1 -1 0 -1 -nan
1678 -1 -1 0 -1 -nan
1679 -1 -1 0 -1 -nan
1680 -1 -1 0 -1 -nan
1681 -1 -1 0 -1 -nan
1682 -1 -1 0 -1 -nan
1683 -1 -1 0 -1 0
1684 -1 -1 0 -1 -nan
1685 -1 -1 24 -1 1
1686 -1 -1 0 -1 -nan
1687 -1 -1 24 -1 1
1688 -1 -1 0 -1 -nan
1689 -1 -1 24 -1 1
1690 534800 449 4259 175 1.39394
1691 -1 -1 1465 -1 1.21053
1692 534800 151 0 68 0
1693 534800 4351 18761 1712 1.38057
1694 534800 3765 7906 1429 1.34294
1695 534800 3228 16067 993 1.44824
1696 529200 3900 17784 621 1.20643
1697 529200 1629 5951 254 0.844898
1698 -1 -1 -1 -1 -1
1699 -1 -1 -1 -1 -1
1700 529200 591 2995 111 1.08491
1701 -1 -1 1448 -1 0
1702 529200 4855 13212 845 1.16998
1703 -1 -1 0 -1 -nan
1704 -1 -1 24 -1 1
1705 -1 -1 0 -1 -nan
1706 -1 -1 1066 -1 0
1707 -1 -1 0 -1 -nan
1708 -1 -1 0 -1 -nan
1709 -1 -1 44 -1 -nan
1710 -1 -1 45 -1 -nan
1711 -1 -1 105 -1 -nan
1712 -1 -1 88 -1 -nan
1713 -1 -1 46 -1 -nan
1714 -1 -1 69 -1 -nan
1715 -1 -1 39 -1 -nan
1716 -1 -1 39 -1 -nan
1717 -1 -1 69 -1 -nan
1718 -1 -1 38 -1 -nan
1719 -1 -1 49 -1 -nan
1720 -1 -1 95 -1 -nan
1721 -1 -1 0 -1 -nan
1722 -1 -1 0 -1 -nan
1723 -1 -1 0 -1 -nan
1724 -1 -1 -1 -1 -1
1725 -1 -1 -1 -1 -1
1726 -1 -1 348 -1 0
1727 -1 -1 -1 -1 -1
1728 -1 -1 -1 -1 -1
1729 -1 -1 -1 -1 -1
1730 -1 -1 -1 -1 -1
1731 -1 -1 241 -1 -nan
1732 -1 -1 -1 -1 -1
1733 -1 -1 615 -1 -nan
1734 -1 -1 -1 -1 -1
1735 -1 -1 243 -1 -nan
1736 -1 -1 693 -1 -nan
1737 -1 -1 -1 -1 -1
1738 -1 -1 162 -1 -nan
1739 -1 -1 -1 -1 -1
1740 -1 -1 450 -1 -nan
1741 -1 -1 469 -1 -nan
1742 -1 -1 486 -1 -nan
1743 -1 -1 474 -1 -nan
1744 -1 -1 -1 -1 -1
1745 -1 -1 479 -1 -nan
1746 -1 -1 460 -1 -nan
1747 -1 -1 443 -1 -nan
1748 -1 -1 379 -1 -nan
1749 -1 -1 526 -1 -nan
1750 540400 54 30984 3 0
1751 -1 -1 369 -1 -nan
1752 -1 -1 406 -1 0
1753 -1 -1 -1 -1 -1
1754 523600 235 528 26 3
1755 529200 89 531 8 7.66667
1756 -1 -1 -1 -1 -1
1757 529200 3932 3193 329 1.48387
1758 529200 7905 12632 613 1.26244
1759 534800 70 1006 6 0
1760 534800 2290 5266 170 1.1358
1761 534800 2270 4844 179 1.36095
1762 534800 2111 4837 131 1.104
1763 529200 2794 5442 227 1.37788
1764 529200 553 1069 53 0.442308
1765 484400 1019 4504 6 0
1766 -1 -1 526 -1 -nan
1767 -1 -1 -1 -1 -1
1768 -1 -1 -1 -1 -1
1769 -1 -1 0 -1 -nan
1770 -1 -1 -1 -1 -1
1771 -1 -1 0 -1 -nan
1772 -1 -1 0 -1 0
1773 -1 -1 0 -1 -nan
1774 -1 -1 0 -1 -nan
1775 -1 -1 0 -1 0
1776 -1 -1 0 -1 -nan
1777 -1 -1 0 -1 -nan
1778 -1 -1 0 -1 -nan
1779 -1 -1 0 -1 -nan
1780 -1 -1 0 -1 0
1781 -1 -1 0 -1 -nan
1782 -1 -1 0 -1 0
1783 -1 -1 0 -1 0
1784 -1 -1 0 -1 0
1785 -1 -1 0 -1 0
1786 -1 -1 0 -1 0
1787 -1 -1 0 -1 0
1788 -1 -1 0 -1 0
1789 529200 16816 5771 535 1.53635
1790 529200 58060 14172 1877 1.39394
1791 534800 93 8809 2 0
1792 523600 8576 8384 219 2.3
1793 -1 -1 12566 -1 0
1794 523600 1724 1502 14 0
1795 523600 1872 1974 51 1.95745
1796 523600 1955 1993 43 2.3
1797 523600 3069 1966 78 1.22667
1798 523600 7254 2013 114 1.04545
1799 523600 7897 1974 113 0.616071
1800 523600 7923 1516 117 0.793103
1801 523600 11107 2025 122 1.34167
1802 523600 2185 4010 25 0.92
1803 -1 -1 -1 -1 -1
1804 -1 -1 -1 -1 -1
1805 523600 5540 1565 134 1.8254
1806 -1 -1 -1 -1 -1
1807 -1 -1 -1 -1 -1
1808 -1 -1 0 -1 -nan
1809 -1 -1 0 -1 -nan
1810 523600 11227 2072 222 1.15525
1811 -1 -1 1437 -1 -nan
1812 523600 10917 2196 258 1.40244
1813 523600 14078 2698 327 0.714286
1814 523600 11007 2707 257 1.2008
1815 523600 20755 4393 455 1.38426
1816 523600 10622 2218 215 1.23415
1817 523600 8744 2162 225 1.05505
1818 523600 9917 2198 246 1.70742
1819 523600 8724 2137 222 1.06481
1820 523600 8454 2131 213 1
1821 523600 9423 2118 210 1.37313
1822 523600 7442 2634 170 0.836364
1823 523600 64444 12290 1511 1.00341
1824 523600 87021 22202 2876 1.14958
1825 523600 88009 19353 3505 1.1298
1826 523600 169866 27019 6150 1.32179
1827 523600 124117 15522 4441 1.24647
1828 484400 306591 9799 3806 1.28537
1829 529200 67893 21402 3348 1.19052
1830 534800 11143 7153 892 0.938228
1831 534800 2819 7409 247 1.8
1832 534800 9421 5691 661 1.12995
1833 -1 -1 -1 -1 -1
1834 534800 17351 8488 1507 0.968923
1835 -1 -1 12168 -1 0.900103
1836 -1 -1 -1 -1 -1
1837 -1 -1 -1 -1 -1
1838 -1 -1 6429 -1 0.733068
1839 529200 167249 21499 7483 1.18524
1840 529200 202320 24719 9010 1.28178
1841 484400 365733 17388 9680 34.7521
1842 534800 104709 17399 14541 52.4587
1843 534800 16122 2840 2215 54.4754
1844 534800 237985 49707 37990 56.1015
1845 534800 219274 47979 36587 63.4137
1846 534800 150926 31294 31205 96.9401
1847 534800 13305 3330 2217 73.2638
1848 534800 4328 1103 559 42.5885
1849 529200 129662 19484 8676 9.84437
1850 -1 -1 -1 -1 -1
1851 529200 261769 46462 18679 10.9348
1852 529200 349276 47820 24241 8.96756
1853 529200 16489 2671 1616 22.8121
1854 529200 6542 1503 420 1.08706
1855 490000 770 0 29 0
1856 -1 -1 1985 -1 -nan
1857 529200 116501 23514 5358 1.80899
1858 529200 78254 15167 3647 1.63812
1859 529200 219828 33814 10079 2.39222
1860 -1 -1 5660 -1 -nan
1861 529200 8063 13405 416 2.97361
1862 529200 424532 46899 21326 2.56393
1863 529200 254710 28408 12522 2.63159
1864 529200 47156 5059 3339 2.15319
1865 495600 2921 760 2675 1.0154
1866 495600 68780 8717 16090 1.25364
1867 529200 375290 46789 17645 2.96977
1868 529200 394039 48678 18924 3.23355
1869 529200 349503 37966 16786 3.17227
1870 -1 -1 -1 -1 -1
1871 529200 164740 14833 7896 3.24336
1872 -1 -1 -1 -1 -1
1873 -1 -1 0 -1 -nan
1874 529200 200247 32623 10133 3.10727
1875 529200 69023 13649 3387 2.86364
1876 529200 9527 2732 421 3.15281
1877 529200 7223 1645 371 3.87714
1878 529200 11542 2732 571 3.18339
1879 529200 15904 2665 740 3.46307
1880 529200 1177 556 64 2.96774
1881 529200 16532 2701 818 3.33965
1882 529200 16963 2670 802 3.22293
1883 484400 76706 2607 1046 6.56142
1884 322000 84279 2088 1030 7.31063
1885 366800 22234 1079 298 4.98333
1886 -1 -1 0 -1 -nan
1887 -1 -1 0 -1 0
1888 322000 58787 1679 704 6.325
1889 -1 -1 0 -1 -nan
1890 -1 -1 0 -1 -nan
1891 -1 -1 0 -1 -nan
1892 -1 -1 0 -1 -nan
1893 322000 287729 6068 3059 0
1894 322000 77829 2181 922 0
1895 322000 114272 3483 1261 0
1896 322000 918650 18150 9960 0
1897 -1 -1 0 -1 0
1898 322000 229025 5313 2543 0
1899 322000 122408 5803 1333 0
1900 -1 -1 3890 -1 0
1901 322000 17481 3128 220 0
1902 -1 -1 2141 -1 0
1903 -1 -1 0 -1 0
1904 529200 3217 4 0 0
1905 -1 -1 5453 -1 0.996091
1906 -1 -1 0 -1 0
1907 495600 2574 345 4785 1.04531
1908 -1 -1 6497 -1 1.00716
1909 -1 -1 408 -1 1.00285
1910 -1 -1 1512 -1 1.00308
1911 327600 11216 2660 1624 1.11004
1912 322000 1.44275e+06 52395 18834 1.08573
1913 322000 9265 2504 451 1.22454
1914 322000 38060 3436 3015 1.04091
1915 333200 86449 9949 25072 1.00191
1916 322000 96701 5975 2733 1.01855
1917 -1 -1 0 -1 -nan
1918 327600 15790 8667 774 0.604468
1919 -1 -1 8691 -1 0.857143
1920 -1 -1 5473 -1 0.963687
1921 -1 -1 -1 -1 -1
1922 -1 -1 0 -1 -nan
1923 -1 -1 944 -1 1.87755
1924 -1 -1 -1 -1 -1
1925 -1 -1 -1 -1 -1
1926 -1 -1 -1 -1 -1
1927 -1 -1 -1 -1 -1
1928 -1 -1 0 -1 -nan
1929 -1 -1 0 -1 -nan
1930 -1 -1 -1 -1 -1
1931 -1 -1 4984 -1 0.766667
1932 -1 -1 0 -1 -nan
1933 -1 -1 0 -1 -nan
1934 -1 -1 2881 -1 0.971831
1935 322000 29413 7703 262 0.430712
1936 -1 -1 8825 -1 1.48069
1937 -1 -1 8964 -1 0.621622
1938 -1 -1 8472 -1 -nan
1939 -1 -1 1020 -1 1.21053
1940 -1 -1 -1 -1 -1
1941 -1 -1 2109 -1 0
1942 -1 -1 -1 -1 -1
1943 -1 -1 -1 -1 -1
1944 -1 -1 958 -1 0
1945 -1 -1 9911 -1 0.549488
1946 -1 -1 8871 -1 0.87027
1947 -1 -1 9045 -1 0.714286
1948 -1 -1 -1 -1 -1
1949 -1 -1 -1 -1 -1
1950 -1 -1 10904 -1 1.07333
1951 322000 14388 6437 540 0.787072
1952 322000 47170 4640 922 1.15772
1953 -1 -1 0 -1 -nan
1954 -1 -1 -1 -1 -1
1955 -1 -1 0 -1 -nan
1956 -1 -1 0 -1 -nan
1957 -1 -1 0 -1 -nan
1958 -1 -1 0 -1 -nan
1959 -1 -1 -1 -1 -1
1960 -1 -1 -1 -1 -1
1961 -1 -1 0 -1 -nan
1962 -1 -1 0 -1 -nan
1963 -1 -1 0 -1 -nan
1964 -1 -1 0 -1 -nan
1965 -1 -1 0 -1 -nan
1966 -1 -1 0 -1 -nan
1967 -1 -1 0 -1 -nan
1968 -1 -1 0 -1 -nan
1969 -1 -1 0 -1 -nan
1970 -1 -1 0 -1 -nan
1971 -1 -1 0 -1 -nan
1972 -1 -1 0 -1 -nan
1973 -1 -1 0 -1 -nan
1974 -1 -1 0 -1 -nan
1975 -1 -1 0 -1 -nan
1976 -1 -1 0 -1 -nan
1977 -1 -1 0 -1 -nan
1978 -1 -1 0 -1 -nan
1979 -1 -1 -1 -1 -1
1980 -1 -1 -1 -1 -1
1981 -1 -1 0 -1 -nan
1982 -1 -1 0 -1 0
1983 -1 -1 0 -1 -nan
1984 -1 -1 0 -1 0
1985 -1 -1 0 -1 0
1986 -1 -1 0 -1 0
1987 -1 -1 0 -1 -nan
1988 -1 -1 0 -1 0
1989 -1 -1 0 -1 0
1990 -1 -1 0 -1 -nan
1991 -1 -1 0 -1 -nan
1992 -1 -1 0 -1 -nan
1993 -1 -1 0 -1 0
1994 -1 -1 0 -1 0
1995 -1 -1 0 -1 0
1996 -1 -1 0 -1 0
1997 -1 -1 0 -1 0
1998 -1 -1 -1 -1 -1
1999 -1 -1 -1 -1 -1
